RESTAURANT;DIRECCION;NOMBRE_PLATO;DESCRIPCION_PLATO
Pasteleria Biella;Hannover 5583 Ñuñoa;Panera Biella;Paila de huevos revueltos mas tostadas con palta, dos medias lunas, dos vasos de jugo de naranja y dos cafe o te .
Dunkin';AV. APOQUINDO 6087 L.4, LAS CONDES;Café en Grano Molido Dark Roast;Café Dunkin' molido dark roast, 454 gramos.
Fork;Mall Sport - Avenida las Condes, Santiago, Las Condes, Chile;Jugo Naranja Maracuyá Bless, 1 Lt;Jugo prensado de maracuyá, naranja, piña y manzana. mezcla tropical y cítrica. comparte lo bueno y lo malo, siempre hay tiempo para los de siempre.
Subway;Camino El Alba 12620, local 1A;Galleta Doble Chocolate;Galleta de chocolate con chips de chocolate.
Brussels Heart Of Chocolate;Linneo 6575 Las Condes, Región Metropolitana;Caja First Aid;Contiene 1 caja de bombones de 16 unidades mixta, 1 waffle con ramas de chocolate y 1 inyección de chocolate.
Délice;Alonso de Córdova 5320, Las Condes, Región Metropolitana, Chile;Cheesecake Manjar;Cheesecake Manjar
Starbucks;General Blanche 11860, Las Condes;Antojo Vegano;Barrita con mantequilla de maní, avena sin gluten, quinoa pop, panela y 55% cacao
Quererte Cafetería;Camino El Alba 12620, Las Condes, Región Metropolitana, local 14 la condes;Pizza Peperoni;Salsa de tomate + queso mozzarella + pepperoni
Emporio La Rosa;"El Rodeo 12850 Lo Barnechea Región Metropolitana local 78; Lo Barnechea";PorVenir con Gas 330 ml;Agua
Get It Santiago;Av Presidente Kennedy 5488 local 101 Vitacura Región Metropolitana Chile;Coca-Cola Light 350 ml;Gaseosas
Etienne Marcel la Dehesa;El Espino 1949, Lo Barnechea, Chile;Jugo Afe Pera;Jugo afe pera.
Juan Valdez Café;Calle Padre Hurtado Sur 875, Las Condes,  Local A 1008-MP 1022A, Mall Plaza Los Dominicos,,Mesas-MP-1020A,mesas exterior. Primer piso.;Sprite Zero;Sprite zero.
Madame Grace;Camino El Alba 9500 Las Condes Región Metropolitana;Pasta Raviol Mozarella Pomodoro;Raviol, queso mozarella, salsa pomodoro.
Tu churro;Camino el alba 9500, local 2b, las condes;Bebida 500ml;500ml
La Mil Hoja;Av. las condes 14450;Lasaña Boloñesa Individual Horneada;Lasaña boloneza individual horneada, carne picada.
Salad Lab;las tranqueras 50;Vital Sin Gas 600 ml;Agua
Doble Zeta Restaurant y Cafeteria;Las Tranqueras 117, Las Condes, Chile;Queque de Arándanos;Delicioso queque de vainilla con arándanos.
Buffalo Waffles;Av. Apoquindo 4400;Sprite 350 ml;Bebida
Chili's;Av. Padre Hurtado Sur 785, local A-3024, Santiago(ENTRADA POR EL COSTADO DEL MALL);Kids Nuggets;5 Nuggets de pollo acompañados de papas fritas
P.F. Chang's;Av. Presidente Kennedy 9001 local 3219;Cerveza Stella;Botella cerverza stella artois 330
Factory Nine;Tabancura 1382, Vitacura;Paquete Velas Plateadas;Paquete velas plateadas
Pizza Hut;Av Plaza 1250, Local A, Las Condes, Región Metropolitana;La Cremeria Sahne Nuss;La cremeria sahne nuss
Uncle Fletch;El Rodeo 12850, Lo Barnechea, Región Metropolitana;Bless Jugo N°10 300 Ml;Bless jugo n°10 300 ml
Burger King®;Padre Hurtado Sur 785, Las Condes;Bilz Lata;Lata de bebida. elige tu favorita!
Carl's Jr.;(Entrega Pit Stop estacionamiento -1, sector acceso patio de comidas).Padre Hurtado 875 , Piso 4 Mall Plaza Los Dominicos, Las Condes;Sprite Botella 1.5 Lt;Sprite botella 1.5 lt
Mitake Sushi;Padre Alfredo Arteaga 1842, Lo Barnechea, Chile;11. Chocoboom Cookies And Cream;4 Bombones de chocolate rellenos de helado artesanal
Chicken Factory;Avenida Padre Hurtado Norte 84, Las Condes, Chile;Salsas.;Elige tu salsa favorita
Wallys;Camino Las Flores 12640, Las Condes, Región Metropolitana, Chile, Local 14;Coca-cola Original 350 Ml;Coca-cola original 350 ml
La Mechada Nacional;Enrique Foster Norte 21, Las Condes;Mecha-Burrito Chileno;Nuevo Mecha-Burrito Chileno relleno de puro sabor nacional, con ingredientes frescos y de calidad: Tortilla, Queso Fundido, Cebolla Morada, Ají Verde y Carne Mechada
Coppelia;Av. Francisco Bilbao  4144 Local 230;Torta Hojarasca Frambuesa Crema Manjar;Torta con masa de hojarasca rellena con crema chantilly, salsa casera de frambuesa y delicioso manjar. 22 centímetros..
Arlecchino Pizzas;tomas moro 1901 Las condes;Pantalone (Indiv);Pizza de masa a elección salsa de la casa, mozzarella, orégano, carne, cebolla caramelizada y champiñon.
China Wok;Av. Pdte. Kennedy Lateral 5151, Las Condes, Chile;Bebida 1.5 Lts;Bebida de 1.5 lts.
McDonald's;Av Presidente Kennedy 9001, local 3512, Las Condes;Latte;Café de grano con leche
Wendy's;Avenida Padre Hurtado Sur 875, Las Condes, Chile;Duo Box Daves Sin Bebida;2 Hamburguesas daves + 2 papas fritas regulares + 4 empanadas
Get the wok.;Avenida Apoquindo 7446, Las Condes, Chile, Local B;Kapo Naranja;La bebida de chile, sabor naranja
Melt Pizzas;Av Plaza 1155 Las Condes Región Metropolitana local 101;Dipbox 12 Cups Honey Mustard;Pack de 12 cups de honey mustard.
Velvet Bakery;Nueva Bilbao 9240, Las Condes, Chile;New York Cheesecake Frambuesa Sin Azúcar;***Este producto se transporta con golpe de frío para su seguridad en el traslado, sacar de refrigeración 120 minutos antes de consumir***.
Crudo sin Censura;Av. Apoquindo 7022, Las Condes;*Nuevo* Ceviche de Locos;Deliciosos cubos de locos, cebolla morada, palta, pimentón, cilantro, jugo de limón, aceite de oliva, sal y pimienta. .
Trattoria Rita;Av. Pdte. Kennedy Lateral 9001, Local 3248;Pepsi Light 1.5 l;Bebida
Teclados;Av Vitacura 7235, Vitacura, Región Metropolitana;Vital con Gas 1.6 l;Agua
Tommy Beans;Padre Hurtado Sur 875, Retiro en  tienda Doggis, patio de comidas 3er piso;Bebida 1,5 Lts;Bebida 1,5 lts
Mascarpone;Cristobal colón 6158 las condes;Fanta Sin Azúcar 1.5 l;Bebida
Buffet Express;Av. Kennedy 9001, Local 3508, Las Condes;Cerveza Lata Heineken 350cc;Cerveza lata heineken
Little Caesars Pizza;Camino El Alba 11865 Las Condes;Red Bull Sugarfree;Red bull sugarfree
Rocoto;Av. Las Condes 7134, Las Condes;Cubierto Biodegradable;Bambu o biodegradable
Chikys;camino las flores 12640 local 14 las condes;Chikys Strips;Tiras de 100% pechuga de pollo apanado y frito, 20 unidades.
Le Ñam Burgers;aguas claras 1700 local 12 la reina;Del Huerto;Ensalada, lechuga y rúcula, pollo crispy, tomate cherry, orégano, tostadas y aliño de la casa..
Kento;Pedro de Gamboa 55, Local 2. Las Condes;Tuna Nori Furai;Atun, camaron y queso crema envuelto en nori furai cubierto de tartar de salmon, palta y pulpo.
Baza;Avenida PRESIDENTE KENNEDY 9001, LOCAL 3260, LAS CONDE;2x1 Pizza Veggie;Pizza con salsa pomodoro, mozzarella, cebolla, berenjenas y zapallitos. Sin Gluten.
Alemán Experto;Av Presidente Kennedy 9321, Vitacura, Las Condes, Región Metropolitana;Brownie con Helado;Brownie con helado de vainilla. Calentar en microondas 30 segundos.
KFC;Padre Hurtado Sur 875, Las Condes, Región Metropolitana;Bebida Lata;Bebida en lata
Juan Maestro;Avda Padre Hurtado Sur 785, Local FC 3032, Las Condes, Región Metropolitana;Bebida De 1,5 Litros;Bebida de 1,5 litros
Barra Chalaca;Av. Kennedy 9001 local 3216, Las Condes;Vital Sin Gas 330 ml;Agua
Halsey Burger;Lo fontecilla 101, las condes;Coca Cola Zero 1.5 l;1.5 L
Sushi Blues;Camino Las Flores 12640 Las Condes Región Metropolitana;2x1 Sushi Edu;Roll con camarón tempura, salmón, queso crema, palta, apanados en panko, salsa tare.
The Company Burger;Luis Bascuñán, 1858 (Entrar a Club Conecta al final de la calle, al fondo a mano derecha);Botellín cerveza sin alcohol Heineken;Botellín cerveza sin alcohol Heineken
Mandala Mía Súper Alimentos;Alonso de Córdova 5320, Local 10 , Las Condes;Aderezo Extra;¡nunca es suficiente aderezo! ahora puedes elegir tu aderezo favorito y nunca quedar con gusto a poco.
Domínga;Av. las Condes 9308, Las Condes, Región Metropolitana;Salsa Acevichada;Salsa
Crocante;Tomás Moro 179, Las Condes, Región Metropolitana;Pan Enrrollado con Aceitunas;Pan Semihojaldrado elaborado con manteca vegetal de palma y aceite de oliva
BO Premium Sándwich Las Tranqueras;Avenida Apoquindo 7460, Las Condes, Chile (Local B);Vital con Gas 330 ml;Agua
Milanos Pizza;Montana 7433, Vitacura, Región Metropolitana;Salsa Bbq;Deliciosa salsa bbq.
La Fábrica de Churros Boher;Los Rododendros 9886, Vitacura, Región Metropolitana;Happy Churros Sonrisas;Churros clásicos de 10 cm de largo y 11 mm de grosor con forma de sonrisa.Dale alegría a tus niños con los churros sonrisa!.
Fuente Chilena;Cerro El Plomo 5420 Las Condes Región Metropolitana Chile;Anhelado Cookies & Vainilla;Anhelado cookies & vainilla
Johnny Rockets;Carlos Ossandon 1188, Santiago, La Reina, Chile;New York Cheesecake;Delicioso postre de queso crema philadelphia, acompañado con salsa de frutilla.
Labibe;Avenida La Dehesa  1773 Lo Barnechea;Dulces Árabes Surtidos;Dulces tipicos árabes,ceregli,baklawa,aris telos y mamul.
McDonald's Postre;Av Presidente Kennedy 9001, Las Condes, Chile_Local 3512;Agua Mineral;Agua mineral sin gas de 600 ml.
Walf's Burgers;Av. las Condes 12235, Las Condes, Chile;Sprite Normal Lata 350 Cc;Sprite normal lata 350 cc
Pizza Nostra;Av. las Condes 7253, Las Condes, Región Metropolitana, Chile_;Waffers Bañados en Chocolate;Wafers bañados en chocolate, 7 ud.
Gelateria Italia;Av. las Condes 7253, Las Condes, Región Metropolitana, Chile;Conos de Barquillo;Conos de barquillo para helados, 4ud.
Kobo Sushi;Av. las Condes 7701, Las Condes, Chile;Coca-Cola Light 350 ml;Bebida
Akai Sushi;IV Centenario 766, Las Condes, Región Metropolitana, Chile_;Coca-Cola Sin Azúcar 1.5 l;Bebida
Mr. Keto;apoquindo 4102, Las Condes, Región Metropolitana, Chile_;Mozzarella Sticks (4 Unidades);Exquisitos bastones de mozzarella, apanados en harina de almendra y con nuestro especial mix aliños. listos para freír u hornear en tu casa.
Barbazul;Av. Apoquindo 7677, Santiago, Las Condes, Región Metropolitana, Chile;Ensalada Barbazul;Ensalada Lechuga hidropónica, berros, rúcula, aceitunas, aderezo de cilantro y escoge tu ingrediente principal.
Chicken Love You;Robles 13001, Lo Barnechea, Chile_;Calcetines Pollos-man (Negros);Los calcetines más bacanes del mundo. vienen con un mensaje sorpresa en la planta que vas a agradecer 😉.
Cada Loco con su Churro;Talavera de La Reina 862, Las Condes;Salsa Extra;Para no quedar con ganas de más ¡agrega una salsa a tu pedido!.
Seven Pizza;Lo Fontecilla 101, Local 7. Las Condes.;Nordic Mist Ginger Ale 1.5 l;Bebida
Eretz;av las condes 14141 las condes region metropolitana chile;Corona Original 355 Ml;Cerveza
Just Burger;IV Centenario 999, Las Condes, Chile;Cheddar Sauce;Salsa de queso cheddar derretido
Soho Thai;las condes 9373;Coca-Cola Original 350 ml;Bebida
Slicy Rocks Pizza;Av. Ossa 402, Ñuñoa, Chile;Puyehue con Gas 500 ml;Agua
Barbanegra;Av. Apoquindo 7581, Las Condes, Región Metropolitana;Vig Burger;Hamburguesa vegana, queso cheddar vegano fundido, tomate, palta, pepinillo, cebolla caramelizada y mayonesa. Acompañada de papas y bebida 350 ml a elección.
It's Just Wings;(Entrega en Chili's) Av. Padre Hurtado Sur 785, local A-3024, Santiago;Oreo County Fair;4 galletas oreo fritas en masa pancakes acompañadas de salsa de chocolate
El Taller;Avenida Presidente Kennedy N° 7160;Muffins para Profesionales;5 Muffins a elección para compartir, arma tu pack como más te guste.
Dony Doner;Padre Alfredo Arteaga 1920;Salsa Aceituna;Salsa aceituna
Wild Burger Lb;Padre Alfredo Arteaga Barros 1842, Lo Barnechea, Región Metropolitana, Chile;Sprite Zero 1.5lt;Sprite zero 1.5lt
Burgas;san enrique 14937;Aros Medianos;Aros cebolla 8unds
Demarchi Milano;Avenida Las Condes 7253, Las Condes;Helado Limón Light 0,5 l;Helado endulzado con sucralosa.
La Ciabatta;av. las condes 7253;Pepsi Zero 1.5 l;Bebida
Green Lab;Tabancura 1252, Vitacura, Las Condes, Chile;Pepsi Light 310 ml;Bebida
Poke Fresh;Avenida Tabancura 1258;Agua Con Gas 350ml;Perrier 350ml
El Arabish;Alonso de Córdova 5320, local 13 las condes;Torobayo 330 ml;Cerveza
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Canada Dry Ginger Ale 350 ml;Bebida
Farina;Av. las Condes 12751, Las Condes, Región Metropolitana, Chile;7up Sabor Original 350 ml;Gaseosas
Le Chicken by Pollo Castillo;Alonso de Cordova 5320;Le Snickers;Le combinación perfecta ¡si existe! y tenemos 500ml para que lo compruebes...base de crema y maní con variegato de chocolate y caramelo, completamente.
Asiatiko;Av. las Condes 9373, Las Condes, Región Metropolitana, Chile;Chaumin Vegetariano;Fideos de Arroz con salsa de soya y verduras de la estación
Come Fry With Me;Av. Padre Hurtado Sur 1621, Las Condes, Región Metropolitana, Chile;Muffin de Chocolate;Muffin de chocolate.
Lasaña Factory;Tabancura 1258 (Kitch&Go), Vitacura, Las Condes, Región Metropolitana;Papas Fritas;Porción adicional de papas
Lomo de La Fuente;Av. Vitacura 9083. Vitacura;Sprite Zero 350 ml;Bebida
Mancora.;Av. Cristóbal Colón 8669, Las Condes, Región Metropolitana, Chile;Sprite 350ml;Gaseosa
Franui;Av. las Condes 12803, Las Condes, Chile;Franuí Chocolate Amargo;Frambuesas bañadas en chocolate amargo y blanco.
Katsumi Sushi & Ceviche;Robles 13001, Lo Barnechea, Chile;Coca-Cola Original 350 ml;Bebida
Vicent Pizza;Nueva Bilbao 8942, Santiago, Las Condes, Región Metropolitana, Chile;Sprite Zero 1.5 Lts;Sprite zero 1.5 lts .
Delivery Gourmet;Av. las Condes 7134, Las Condes, Chile;Cubierto Biodegradable;Bambu o biodegradable
Oliva Delivery;Av. las Condes 7134, Las Condes, Región Metropolitana, Chile;Cubierto Biodegradable;Bambu o biodegradable
Niu Sushi;Avenida Plaza 651, Las Condes, Chile;Roll Niu Oreo;Roll de cheesecake de chocolate blanco, con centro de manjar, envuelto en galleta oreo, salsa a elegir.
Brownie Republic;Av. las Condes 12803, Las Condes, Región Metropolitana, Chile;Brownie Balls Box;Cajita contiene 5 brownie y blondie balls bañadas en chocolate de leche, blanco, gold y rubí.
Reboburger.;Lo Barnechea 1281, 7690241 Lo Barnechea, Región Metropolitana, Chile;Sprite 350 ml;Bebida
Guacamole Mexican Grill;Tabancura 1108, Vitacura, Las Condes, Región Metropolitana, Chile;Gaseosa;Elige tu gaseosa.
Huiteng Comida China;Av. Padre Hurtado Sur 1784, Las Condes, 7600642, Región Metropolitana, Chile;Menú 6 Personas;Dos wantan frito un arrollado primavera una carne mongoliana un chapsui de ave un arrollado de marisco un pollo chiten un pollo champiñón un diente de ave 6 arroz chaufan.
Pizzpa la Reina;Carlos Ossandon 1635, La Reina, 7860138, Región Metropolitana, Chile;Coca-Cola Sin Azúcar 350 ml;Bebida
Carnitas;Avenida las Condes 7134, Las Condes, Chile;Cubierto Biodegradable;Cubiertos biodegradables
Dominga Sushi;El Rodeo 12699, Lo Barnechea, Región Metropolitana, Chile;Maki Spicy Tuna;Camarón furai, palta, envuelto en pesca del día en salsa spicy y crocante de camote.
Obvious! Burger;Nueva Bilbao 8942, Las Condes, Chile;Coca-Cola sin Azúcar 350 ml;Refrescos.
Mote con Huesillos Cophie;Gilberto Fuenzalida 221, Las Condes, Región Metropolitana, Chile;Mote;Mote .
Street Wrap;Tabancura 1258, Vitacura (RETIRAR EN Kitch & Go), Las Condes, Chile;Salsa A;Salsa a
Vangohan Sushi;Avenida Cristóbal colon 8669;Bebida Coca Cola 1.5 Ltrs;Bebida coca cola 1.5 ltrs.
Te Quiero X Completo;Av. las Condes 9190, Las Condes, Región Metropolitana, Chile;Chicken Tenders;Pollo frito, papas fritas y queso cheddar.
La Fuente Del Rey;Avenida las Condes 12803, Las Condes, Chile;Benedictino Sin Gas 500 ml;Agua
Pecado Burguer;Betania 257, Lo Barnechea, Región Metropolitana, Chile;Sprite 350 ml;Bebida
Purolivo;Av. La Dehesa 1201;Risotto a la Huancaina con Lomo Saltado;Cremoso risotto con salsa a la huancaina 180 gramos de lomo saltado, champiñon y un toque de queso parmesano.
Sushiban;Av. La Dehesa 541, Local 4, Lo Barnechea, Región Metropolitana;Cheesecake De Frutos Rojos;Delicioso cheesecake de frutos rojos con topping de coulis de arándanos y frambuesa
Oceanika Sushi;Francisco Bilbao 2843, Providencia;Vital Sin Gas 600 ml;Agua
Achoclonados;Av. Padre Hurtado Sur 785 Local FC3017 Las Condes Región Metropolitana;Pepsi en lata 350 cc;Pepsi elige tu bebida favorita.
Pizza Hut;Padre Hurtado Sur 875;Sprite Normal 350 Cc;Bebida gasificada
Pizza Delivery;Vicente Pérez Rosales 909, La Reina;🍕 Delivery Gourmet;Salsa de tomates, mozzarella, salmón ahumado, alcaparras, palmitos y crema
Sushi Delivery;Vicente Pérez Rosales 905, La Reina, Región Metropolitana, Chile;Sprite 2,5 Lts;Bebida
Muzio Pizza, Pastas e Gelati;Carlos Peña Otaegui 11900 las condes local 2;Coca-Cola Sin Azúcar 1.5 L;Bebida
Fries & Bites;Av Nueva Las Condes 12280 Local 104 Las Condes Región Metropolitana, local 104, las condes.;Kem Piña 1.5 l;Bebida
Café Mokka;Av. Kennedy # 9001, Local 2084, Las Condes;Jugo Detox Amarillo;Jugo detox amarillo.
Noah sushi;"""IV Centenario 979 Las Condes Región Metropolitana""";Sprite Zero 350 ml;Bebida
China 365;avenida el rodeo 13318 lo barnechea;Menú 5 Personas;Wantán frito 1 un, Arrollado primavera 4 un, Carne mongoliana 1 un, Diente de dragón con ave 1 un, Chapsui de carne 1 un, Pollo piña 1 un, Pollo champiñones 1 un, Arroz chaufán 1 un
Tempura Sushi y Comida India;Av. las Condes 12253 Las Condes Región Metropolitana local 80, 81 las condes;¡COMBO! 30 Piezas con 1 Bebida 1.5 litros;30 Rolls mixtos con 1 bebida 1.5 litros a elección
Masala;Partenón 1727, Vitacura;Cubierto Biodegradable;Bambu o biodegradable
La Nacional;Padre Hurtado Sur 875, Las Condes.;Coca-Cola Light 350 ml;Bebida
La Tita Empanadas y Delicias;El charango 7415 las condes;Pan Amasado;5 panes amasados
Hojaldes;Mardoqueo Fernandez 93;Fanta Naranja 350 ml;Bebida
Chirashi by Noah;avenida cuarto centenario 979, local 104 las condes;Brownie Chocolate;Brownie y nueces con centro de marshmallows con salsa de chocolate
Koska Delicias Turcas;Av. las Condes 10295 Las Condes Región Metropolitana, local 3;Halva With Pistachio 300 Gr. Sin Azúcar;Turrón de sésamo con pistacho, sin azúcar adicionada.
Panko;Santa Zita 9115;Salsa Unagui;Salsa unagui
Rishtedar;Av Vitacura 5461, Vitacura;Gulab Jamun;Gulab jamun bolitas de almidón de leche maceradas en agua de rosas con azafrán.
Yong Fa;Av. las Condes 14141, Las Condes, Región Metropolitana;Fanta Naranja 350 ml;Bebida
Vapiano;Av Presidente Kennedy 5413 Las Condes, Vitacura Región Metropolitana, (Afuera del mall - diagonal a la pasarela) Local 393;Nordic Mist Ginger Ale 350 ml;Bebida
Heladería Savory;AV. KENNEDY 9001, LOCAL 3531;Café Grande;Elige tu café mediano (12 onz).
La Sanguchera del Barrio;(Zona delivery piso -1 local  MP-1126) Padre Hurtado Sur 875, Las Condes, Chile;Classic Burger + Papas Fritas;Classic burger (hamburguesa, mayo, lechuga, tomate, pepinillos y cebolla morada). .
Super Taco;Lo Fontecilla, 101, Las Condes, Región Metropolitana;Extra Queso Mantecoso;Queso mantecoso cortado en hebras.
Karai Sushi;Av. las Condes, 14791, Las Condes, Lo Barnechea, Región Metropolitana_local1;Sprite Zero 1.5 L;Bebida
Yasai Vegan Sushi.;José zapiola 7221;Roll Del Día Huancaína;Huancaína roll en descuento .
Tanta;(Local en Mirador del Alto) Av. Kennedy 9001 local 3240, Las Condes;Kairos American Pale Ale 473 ml;Cerveza artesanal de estilo ale. Refrescante, levemente amarga y frutal. Con tonalidad dorada, intensidad promedio y notas aromáticas a maracuyá.
Tai Pan;Av. las Condes 9010, Las Condes, Región Metropolitana;Arroz Chaufan;Arroz chaufan a elección
